device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,coolant_temp,distance_traveled_with_MIL_on,driver_behaviour_label,fuel_model_prediction_prob,fuel_rail_gauge_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,PSEUDO-POLO,App2Car,0.000,,20.0,,70.0,933.0,9.0,0.1149216815829277,5.154716491699219,8.219294548034668,9.70263427992863,,-20.5,,,,,,0.0,,,0,Não identificado,,,0.0,0.6333333333333333,,,,,,,,,Gasolina
,PSEUDO-POLO,App2Car,1.000,,20.0,,70.0,933.0,9.0,0.0742202550172805,5.808333396911621,6.4595561027526855,8.687238372494633,,-20.5,44.0,,19.0,,,425.285,,,0,Não identificado,,,0.0,0.6,75.0,,0.0,,,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,1.999,,20.0,,72.0,891.0,15.0,-0.1484405100345611,5.17626428604126,7.762001991271973,9.330831766593782,,-20.5,44.0,,19.0,63.14,,488.425,,,0,Não identificado,,,0.0,0.6333333333333333,75.0,,0.0,,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,3.001,,20.0,,70.0,918.0,15.0,0.3878606855869293,2.6886885166168213,4.422090530395508,5.189832994405961,,-13.0,44.0,,18.0,63.14,,488.425,,,0,Não identificado,,,0.0,0.6666666666666666,75.0,,0.0,,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,4.000,,17.0,,53.0,918.0,17.0,1.2330138683319092,4.915296077728272,12.229581832885742,13.23794283635032,,-13.0,44.0,,16.0,63.14,,428.06,,,0,Etanol,,,0.0,0.7333333333333333,75.0,,0.0,1.0,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,5.001,,11.0,,53.0,1041.0,350.0,2.209848165512085,3.359065055847168,7.249642848968506,8.289998094187409,,-8.5,44.0,,15.0,63.14,,368.445,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.93,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,6.001,,11.0,,45.0,922.0,350.0,-1.0199298858642578,3.2178070545196533,7.999027729034424,8.682107107267056,,-5.5,44.0,,15.0,63.14,,339.08,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,0.93,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,7.000,,12.0,,47.0,896.0,350.0,-4.9368438720703125,2.8850131034851074,10.47702693939209,11.935820940062168,,-1.0,44.0,,15.0,63.14,,339.08,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,0.97,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,8.001,,13.0,,53.0,844.0,350.0,-3.466804027557373,2.964021682739258,9.730035781860352,10.746057463903648,,-1.0,44.0,,16.0,63.14,,349.44,,,0,Etanol,,,0.0,0.8666666666666667,75.0,,0.0,0.9,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,8.999,,18.0,,69.0,860.0,350.0,-4.5609540939331055,2.248155355453491,5.698200225830078,7.637145445967971,,-2.5,44.0,,18.0,63.14,,370.16,,,0,Etanol,,,0.0,0.9,75.0,,0.0,0.7,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,10.000,,23.0,,83.0,860.0,350.0,-2.183511972427368,4.094084739685059,5.228936672210693,6.990782010007576,,-15.0,44.0,,19.0,63.14,,441.6,,,0,Etanol,,,0.0,0.8,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,11.000,,28.0,,83.0,819.0,8.0,-2.631227731704712,3.773261785507202,7.625532627105713,8.905594406052561,,-17.5,44.0,,22.0,63.14,,543.42,,,0,Gasolina,,,0.0,0.6,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,11.999,,28.0,,91.0,873.0,10.0,-2.2194249629974365,1.479616641998291,8.202534675598145,8.625351452436268,,-15.0,44.0,,20.0,63.14,,583.87,,,0,Gasolina,,,0.0,0.6,75.0,,0.0,0.53,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,13.000,,23.0,,76.0,928.0,11.0,-4.60165548324585,1.137245774269104,9.737217903137209,10.829680218305398,,-16.0,44.0,,20.0,63.14,,497.76,,,0,Etanol,,,0.0,0.5333333333333333,75.0,,0.0,0.53,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,14.000,,21.0,,72.0,908.0,11.0,-2.1116859912872314,1.7046716213226318,6.651092529296875,7.183463989998848,,-16.0,44.0,,18.0,63.14,,436.48,,,0,Etanol,,,0.0,0.6666666666666666,75.0,,0.0,0.73,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,15.000,,32.0,,87.0,1128.0,11.0,-4.903325080871582,2.138022184371948,9.275136947631836,10.707095829724144,,-7.0,44.0,,24.0,63.14,,711.22,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.63,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,16.000,,22.0,,71.0,1128.0,12.0,-5.576095581054688,3.552995204925537,5.846640586853027,8.826087638762635,,4.5,44.0,,20.0,63.14,,531.76,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.5,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,17.000,,25.0,,71.0,1241.0,14.0,-5.537788391113281,1.7860745191574097,11.678915977478027,13.048150859862249,,12.0,,,22.0,63.14,,670.995,,,0,Etanol,,,0.0,0.7666666666666667,75.0,,0.0,0.57,14840.0,1.56,162.0,0.0,Gasolina
,PSEUDO-POLO,App2Car,18.000,,25.0,,77.0,1391.0,16.0,-2.8203697204589844,1.4101848602294922,6.567295074462891,7.2850855379444175,,15.0,44.0,,21.0,63.14,,736.155,,,0,Gasolina,,,0.0,0.7,75.0,,0.0,0.5,14840.0,1.56,162.0,0.0,Gasolina
