device,VIN,data_collector,elapsed_time_s,voltage_control_module,engine_load,coolant_temperature,intake_manifold_absolut_pressure,rpm,speed,acceleration_x,acceleration_y,acceleration_z,magnitude,fuel_pressure,timing_advance,intake_air_temperature,mass_air_flow,throttle_position,fuel_level,engine_oil_temperature,radar_area,cloud_quantity,teda_time,teda_flag,fuel_model_prediction,air_fuel_ratio,other_info,city_road_label,city_road_prob,distance_traveled_with_MIL_on,driver_behaviour_label,ethanol_percentage,fuel_model_prediction_prob,fuel_rail_gauge_pressure,fuel_rail_pressure,long_term_fuel_trim_bank_1,runtime_since_engine_start,short_term_fuel_trim_bank_1,fuel_type
,PSEUDO-CRETA,App2Car,0.000,,31.0,,100.0,1500.0,40.0,-0.3902548849582672,-0.0095768067985773,9.897629737854004,9.90532508391896,,-13.0,,,,,,0.0,,,0,Não identificado,,,0.0,0.6666666666666666,,,,,,,,,,Gasolina
,PSEUDO-CRETA,App2Car,1.000,,31.0,,100.0,1500.0,40.0,-0.3687070608139038,0.2346317619085312,9.672574996948242,9.682443081783576,,-13.0,43.0,,16.0,,,380.37,,,0,Não identificado,,,1.0,0.6,0.0,0.0,,,,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,1.999,14.15,31.0,,100.0,1500.0,40.0,-0.2202665507793426,0.4046200811862945,9.852140426635742,9.862905542974737,,-13.0,43.0,,16.0,50.98,,380.37,,,0,Gasolina,,,1.0,0.6,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,3.000,14.15,39.0,,100.0,1500.0,40.0,0.304063618183136,0.7733271718025208,9.411606788635254,9.448218453361244,,-4.5,44.0,,16.0,50.98,,478.53,,,0,Gasolina,,,1.0,0.8,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,3.999,14.15,41.0,,100.0,1500.0,40.0,-0.2944868206977844,0.849941611289978,9.636661529541016,9.67855199216818,,9.5,44.0,,16.0,50.98,,496.305,,,0,Gasolina,,,1.0,0.8,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,4.999,14.15,29.0,,100.0,1500.0,40.0,-0.8930372595787048,0.8164227604866028,9.916783332824709,9.990327989662116,,9.5,44.0,,15.0,50.98,,383.04,,,0,Gasolina,,,1.0,0.5666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,5.999,14.15,32.0,,100.0,1500.0,40.0,0.5554547905921936,0.4453215301036834,10.51054573059082,10.534629221971064,,18.0,44.0,,17.0,50.98,,504.0700000000001,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,6.999,14.15,30.0,,100.0,1500.0,40.0,2.1092917919158936,0.2681505978107452,10.644620895385742,10.854905370984714,,24.0,44.0,,17.0,50.98,,565.0600000000001,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,8.000,14.15,27.0,,100.0,1500.0,40.0,-0.150834709405899,1.05105459690094,7.972691535949707,8.043088784952722,,26.0,44.0,,17.0,50.98,,598.66,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,9.000,14.15,31.0,,100.0,1500.0,40.0,0.2442085742950439,0.2657563984394073,9.75637149810791,9.763045073139994,,15.5,44.0,,17.0,50.98,,706.65,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,10.000,14.15,31.0,,100.0,1500.0,40.0,0.1675941199064254,0.828393816947937,9.21288776397705,9.25157419343448,,3.0,44.0,,13.0,50.98,,525.0,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,11.000,14.15,21.0,,100.0,1500.0,40.0,-1.6041151285171509,0.7038952708244324,9.684545516967772,9.841700857476171,,3.5,44.0,,13.0,50.98,,400.0,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,11.999,14.15,24.0,,100.0,1500.0,40.0,-0.363918662071228,0.9816226959228516,8.348581314086914,8.413966357650578,,3.5,44.0,,13.0,50.98,,389.47,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,13.000,14.15,28.0,,100.0,1500.0,40.0,0.7876923680305481,0.4046200811862945,7.398083209991455,7.450893359773058,,1.5,44.0,,14.0,50.98,,445.17,,,0,Gasolina,,,1.0,0.5,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,13.999,14.15,29.0,,100.0,1500.0,40.0,1.0582371950149536,-0.3711012601852417,12.083536148071287,12.135461587758815,,-3.0,44.0,,14.0,50.98,,432.345,,,0,Gasolina,,,1.0,0.5666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,15.000,14.15,29.0,,100.0,1500.0,40.0,0.6943184733390808,0.2154781520366668,10.101137161254885,10.127264237043953,,-3.0,44.0,,14.0,50.98,,432.345,,,0,Gasolina,,,0.0,0.5666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,15.999,14.15,24.0,,100.0,1500.0,40.0,0.3543418645858764,-0.0478840321302413,11.05642318725586,11.062203430294538,,18.5,44.0,,14.0,50.98,,403.58,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,17.000,14.15,27.0,,100.0,1500.0,40.0,2.1499931812286377,0.0430956296622753,8.65743350982666,8.920509116059195,,18.5,44.0,,14.0,50.98,,435.305,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,18.000,14.15,31.0,,100.0,1500.0,40.0,-0.5147533416748047,1.0821791887283323,10.63504409790039,10.70234767532657,,23.0,44.0,,16.0,50.98,,550.63,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,19.000,14.15,33.0,,100.0,1500.0,40.0,1.01753568649292,0.7757213711738586,7.7643961906433105,7.86911498989936,,22.5,45.0,,18.0,50.98,,697.275,,,0,Gasolina,,,0.0,0.6666666666666666,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,19.999,14.15,33.0,,100.0,1500.0,40.0,-0.181959331035614,0.9864110946655272,10.08437728881836,10.134139398541237,,24.0,45.0,,18.0,50.98,,697.275,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,20.999,14.15,31.0,,100.0,1500.0,40.0,-0.0885854661464691,0.8379706144332886,10.45547866821289,10.489379215040367,,24.5,45.0,,18.0,50.98,,749.5699999999999,,,0,Gasolina,,,0.0,0.9,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,21.999,14.15,29.0,,100.0,1500.0,40.0,0.7206547260284424,0.4620809257030487,9.797073364257812,9.834404329734244,,24.5,45.0,,17.0,50.98,,721.35,,,0,Gasolina,,,0.0,0.9333333333333332,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,23.000,14.15,18.0,,100.0,1500.0,40.0,0.0550666376948356,0.4141969084739685,8.252813339233398,8.263384259842036,,33.0,45.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,24.000,14.15,18.0,,100.0,1500.0,40.0,-0.1292868852615356,0.2442085742950439,12.100295066833496,12.103449658295558,,34.5,46.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,25.000,14.15,18.0,,100.0,1500.0,40.0,-0.8571242094039917,0.3303998410701751,9.63187313079834,9.675577810814229,,33.0,47.0,,15.0,50.98,,530.25,,,0,Gasolina,,,0.0,0.6333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,25.999,14.15,19.0,,100.0,1500.0,40.0,-0.4668693244457245,1.1540051698684692,9.378087997436523,9.46035038388402,,33.5,47.0,,15.0,50.98,,552.24,,,0,Gasolina,,,0.0,0.5333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,27.000,14.15,19.0,,100.0,1500.0,40.0,-1.0031704902648926,0.8020575642585754,8.44195556640625,8.539101893882059,,33.5,47.0,,15.0,50.98,,552.24,,,0,Gasolina,,,0.0,0.5333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,28.000,14.15,14.0,,100.0,1500.0,40.0,0.0502782352268695,0.395043283700943,9.136273384094238,9.144948247302636,,33.0,47.0,,14.0,50.98,,471.355,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,29.000,14.15,12.0,,100.0,1500.0,40.0,1.015141487121582,0.9265560507774352,5.906495571136475,6.064297839483355,,1.5,47.0,,13.0,50.98,,424.2,,,0,Gasolina,,,1.0,0.7666666666666667,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,30.000,14.15,15.0,,100.0,1500.0,40.0,-1.8100165128707888,1.05105459690094,7.716512203216553,7.9953383996502305,,-1.0,47.0,,13.0,50.98,,409.6,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,31.000,14.15,17.0,,100.0,1500.0,40.0,-0.8882488012313843,0.8188169598579407,10.742782592773438,10.81049605625181,,0.0,47.0,,13.0,50.98,,396.99,,,0,Gasolina,,,0.0,0.7666666666666667,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,32.000,14.15,17.0,,100.0,1500.0,40.0,1.3646949529647827,0.0454898327589035,9.244012832641602,9.344315645865915,,-1.5,47.0,,13.0,50.98,,396.99,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,33.001,14.15,18.0,,100.0,1500.0,40.0,-0.828393816947937,0.1987187415361404,9.442731857299805,9.481081709544537,,1.5,47.0,,13.0,50.98,,393.03,,,0,Gasolina,,,0.0,0.8333333333333334,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,33.999,14.15,21.0,,100.0,1500.0,40.0,-1.01753568649292,0.2920926213264465,10.733205795288086,10.785286441106964,,0.0,47.0,,13.0,50.98,,410.58,,,0,Gasolina,,,0.0,0.8666666666666667,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,35.000,14.15,25.0,,100.0,1500.0,40.0,-1.5969325304031372,0.8810662031173706,7.805097579956055,8.01536146368779,,0.5,47.0,,13.0,50.98,,394.975,,,0,Gasolina,,,0.0,0.8,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,36.000,14.15,28.0,,100.0,1500.0,40.0,-1.192312479019165,0.5937620401382446,9.167398452758787,9.263657852035458,,0.0,47.0,,13.0,50.98,,426.81,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,37.001,14.15,28.0,,100.0,1500.0,40.0,-2.5737667083740234,0.5051765441894531,8.978256225585938,9.353532127608602,,-1.5,47.0,,13.0,50.98,,426.81,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,38.000,14.15,29.0,,100.0,1500.0,40.0,2.7557260990142822,0.5937620401382446,9.732429504394531,10.132460893144705,,8.0,47.0,,13.0,50.98,,410.67,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,39.000,14.15,34.0,,100.0,1500.0,40.0,-0.2178723514080047,0.1699883192777633,10.036493301391602,10.040296916878376,,8.0,46.0,,14.0,50.98,,465.57,,,0,Gasolina,,,0.0,0.6,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,40.000,14.15,27.0,,100.0,1500.0,40.0,-1.5155296325683594,0.3663128614425659,8.863334655761719,8.9994286707367,,-8.5,46.0,,13.0,50.98,,363.29,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.98,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,41.000,14.15,28.0,,100.0,1500.0,40.0,1.070208191871643,-0.1340752989053726,10.831368446350098,10.88493749087767,,-2.5,46.0,,13.0,50.98,,374.15,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,0.99,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,41.999,14.15,28.0,,100.0,1500.0,40.0,-2.9065608978271484,0.9648633003234864,9.081207275390623,9.583704034437652,,-1.0,46.0,,14.0,50.98,,383.69000000000005,,,0,Gasolina,,,0.0,0.7333333333333333,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,43.002,14.15,35.0,,100.0,1500.0,40.0,2.7700912952423096,0.8834604024887085,10.160991668701172,10.568805975991676,,20.0,46.0,,18.0,50.98,,527.4,,,0,Gasolina,,,1.0,0.6,0.0,0.0,30.2,0.97,11030.0,,-1.56,933.0,1.56,Gasolina
,PSEUDO-CRETA,App2Car,44.000,14.15,35.0,,100.0,1500.0,40.0,-0.8786720037460327,6.114790916442871,10.074800491333008,11.81796671945488,,18.0,46.0,,20.0,50.98,,671.785,,,0,Gasolina,,,0.0,0.7,0.0,0.0,30.2,1.0,11030.0,,-1.56,933.0,1.56,Gasolina
